T,current_km,best_km
1052.78288316,-3936022.90509,-3940831.23029
1051.73062623,-3938838.65239,-3952091.54822
1050.67942103,-3954055.97588,-3964629.83442
1049.62926651,-3948836.90753,-3964629.83442
1048.58016163,-3952094.44449,-3964629.83442
1047.53210532,-3975093.62013,-3985294.80739
1046.48509654,-3997569.57203,-3999220.0745
1045.43913425,-3993802.79897,-3999220.0745
1044.3942174,-4000054.38147,-4007325.42841
1043.35034495,-3993570.67808,-4007363.45831
1042.30751584,-3977534.05994,-4007363.45831
1041.26572905,-3981010.14007,-4007363.45831
1040.22498352,-3983604.58208,-4007363.45831
1039.18527821,-3993944.63819,-4007363.45831
1038.1466121,-4013112.53051,-4022408.4265
1037.10898412,-4003834.53767,-4022408.4265
1036.07239326,-4021083.0634,-4025497.76563
1035.03683848,-4055230.73983,-4075087.56639
1034.00231872,-4036045.55663,-4075087.56639
1032.96883298,-4036009.88894,-4075087.56639
1031.9363802,-4030031.62901,-4075087.56639
1030.90495936,-4034252.12854,-4075087.56639
1029.87456942,-4018624.74758,-4075087.56639
1028.84520936,-4025721.49893,-4075087.56639
1027.81687814,-4025352.17863,-4075087.56639
1026.78957475,-4047305.64568,-4075087.56639
1025.76329814,-4067089.59182,-4075087.56639
1024.7380473,-4070232.01139,-4088809.16581
1023.71382119,-4039785.76206,-4088809.16581
1022.6906188,-4053891.49396,-4088809.16581
1021.6684391,-4042665.61371,-4088809.16581
1020.64728107,-4067656.99459,-4088809.16581
1019.62714369,-4091069.75433,-4092571.18598
1018.60802593,-4069771.4582,-4093986.04451
1017.58992679,-4082108.76761,-4093986.04451
1016.57284523,-4064815.05552,-4093986.04451
1015.55678025,-4050316.26148,-4093986.04451
1014.54173083,-4056639.54875,-4093986.04451
1013.52769594,-4053963.7267,-4093986.04451
1012.51467459,-4036401.82226,-4093986.04451
1011.50266575,-4046429.77157,-4093986.04451
1010.49166842,-4018583.36035,-4093986.04451
1009.48168157,-4021809.42211,-4093986.04451
1008.47270421,-4018425.17909,-4093986.04451
1007.46473532,-4006618.11893,-4093986.04451
1006.4577739,-4033883.10399,-4093986.04451
1005.45181894,-4042702.82963,-4093986.04451
1004.44686943,-4053669.56727,-4093986.04451
1003.44292436,-4066881.21827,-4093986.04451
1002.43998274,-4076163.17396,-4093986.04451
1001.43804356,-4109837.15005,-4110999.57569
1000.43710582,-4132435.06914,-4137164.63124
999.437168515,-4130298.8436,-4137403.57989
998.438230649,-4107336.94199,-4137403.57989
997.440291222,-4099777.38143,-4137403.57989
996.443349236,-4105925.17443,-4137403.57989
995.447403694,-4114166.96027,-4137403.57989
994.452453599,-4136480.30539,-4139530.89404
993.458497958,-4143950.15556,-4167169.89413
992.465535776,-4157849.27041,-4167169.89413
991.473566059,-4151508.47022,-4169498.84492
990.482587817,-4167787.7403,-4185776.29217
989.492600059,-4170903.31896,-4185776.29217
988.503601793,-4167730.66471,-4185776.29217
987.515592031,-4156299.69375,-4185776.29217
986.528569786,-4169163.7366,-4185776.29217
985.54253407,-4175601.16838,-4185776.29217
984.557483897,-4164361.31299,-4185776.29217
983.573418282,-4155122.26469,-4185776.29217
982.590336241,-4180814.00128,-4185776.29217
981.608236791,-4187886.81406,-4188003.13473
980.627118949,-4197540.31379,-4204665.12862
979.646981736,-4200407.59491,-4210198.31599
978.66782417,-4194805.41297,-4218758.06068
977.689645272,-4223863.20193,-4227466.87482
976.712444065,-4209807.38109,-4239910.19082
975.73621957,-4213359.9645,-4239910.19082
974.760970812,-4220780.708,-4239910.19082
973.786696816,-4211902.94913,-4239910.19082
972.813396607,-4202096.44961,-4239910.19082
971.841069213,-4202823.68252,-4239910.19082
970.869713659,-4211814.86829,-4239910.19082
969.899328976,-4237526.0012,-4249268.26503
968.929914193,-4243965.24939,-4249268.26503
967.961468341,-4238789.7211,-4254592.23017
966.99399045,-4231250.92512,-4254592.23017
966.027479554,-4236124.55464,-4254592.23017
965.061934686,-4255038.97534,-4257794.07609
964.097354881,-4281109.60329,-4282399.89534
963.133739173,-4278378.45503,-4282996.28641
962.1710866,-4306175.56576,-4307411.7424
961.209396198,-4302866.30787,-4323891.58104
960.248667007,-4305760.15289,-4323891.58104
959.288898064,-4308728.52142,-4323891.58104
958.330088411,-4313143.21942,-4335815.7245
957.372237089,-4334778.78661,-4336590.56724
956.415343139,-4338401.74101,-4355828.79862
955.459405606,-4324381.94808,-4355828.79862
954.504423532,-4336623.70396,-4355828.79862
953.550395963,-4329901.5406,-4355828.79862
952.597321946,-4330244.54895,-4355828.79862
951.645200526,-4322706.77211,-4355828.79862
950.694030752,-4309092.33814,-4355828.79862
949.743811672,-4322923.93161,-4355828.79862
948.794542337,-4330133.46182,-4355828.79862
947.846221797,-4327446.86479,-4355828.79862
946.898849104,-4338243.84646,-4355828.79862
945.95242331,-4353088.27211,-4355828.79862
945.006943469,-4362278.73973,-4363521.52659
944.062408636,-4333097.95271,-4363521.52659
943.118817865,-4316878.21043,-4363521.52659
942.176170214,-4315316.48915,-4363521.52659
941.23446474,-4321916.49126,-4363521.52659
940.293700501,-4358259.00145,-4369513.5237
939.353876555,-4345069.09296,-4369513.5237
938.414991965,-4379391.80025,-4380885.87269
937.47704579,-4359815.35681,-4383622.3889
936.540037092,-4378568.0154,-4386092.23508
935.603964935,-4389803.32167,-4401231.30104
934.668828383,-4396708.4069,-4410955.76
933.7346265,-4378251.43151,-4410955.76
932.801358352,-4344865.79335,-4410955.76
931.869023006,-4383297.32838,-4410955.76
930.937619529,-4373264.28076,-4410955.76
930.007146991,-4378431.01186,-4410955.76
929.077604461,-4385901.80765,-4410955.76
928.148991008,-4387951.57292,-4410955.76
927.221305705,-4407695.58157,-4410955.76
926.294547624,-4408703.30169,-4414478.19728
925.368715838,-4420757.78224,-4429336.18649
924.443809421,-4427782.49563,-4429336.18649
923.519827449,-4419725.70721,-4441177.64316
922.596768997,-4416996.95144,-4441177.64316
921.674633142,-4434989.58375,-4441177.64316
920.753418963,-4431878.84581,-4441998.07879
919.833125537,-4443054.93896,-4444521.39099
918.913751945,-4458529.68696,-4473466.48241
917.995297268,-4454460.02045,-4473466.48241
917.077760586,-4445168.85105,-4473466.48241
916.161140983,-4471687.57249,-4473466.48241
915.245437541,-4448033.13904,-4473466.48241
914.330649345,-4436426.18354,-4473466.48241
913.41677548,-4449310.91166,-4473466.48241
912.503815033,-4458444.02692,-4473466.48241
911.59176709,-4466569.97209,-4475596.57637
910.680630739,-4466197.57216,-4475596.57637
909.77040507,-4464168.29032,-4475596.57637
908.861089171,-4471533.38834,-4475596.57637
907.952682134,-4473090.10554,-4487283.79456
907.04518305,-4491784.76427,-4491784.76427
906.138591012,-4491248.97065,-4505158.12096
905.232905113,-4465305.80168,-4505158.12096
904.328124448,-4476852.77414,-4505158.12096
903.424248111,-4479006.84815,-4505158.12096
902.521275199,-4480629.94721,-4505158.12096
901.619204809,-4485913.26267,-4505158.12096
900.718036038,-4498114.18704,-4505158.12096
899.817767986,-4489193.73854,-4505158.12096
898.918399752,-4494456.37922,-4505158.12096
898.019930438,-4494237.62224,-4505158.12096
897.122359143,-4499450.65932,-4505158.12096
896.225684972,-4511397.37307,-4517572.32535
895.329907027,-4494391.58665,-4524799.01643
894.435024412,-4530896.86025,-4537207.70799
893.541036233,-4538174.26425,-4553780.25834
892.647941595,-4559302.69224,-4561400.10205
891.755739606,-4584664.25429,-4595997.62276
890.864429373,-4580500.74691,-4595997.62276
889.974010005,-4591417.31075,-4595997.62276
889.084480611,-4595246.74294,-4595997.62276
888.195840303,-4576635.43179,-4604941.65875
887.308088191,-4573297.77981,-4604941.65875
886.421223387,-4588082.8518,-4604941.65875
885.535245005,-4598225.44821,-4604941.65875
884.650152159,-4601863.52146,-4610492.48674
883.765943964,-4603843.29003,-4610492.48674
882.882619535,-4611397.03031,-4621433.66642
882.000177989,-4624222.92403,-4630616.14505
881.118618444,-4597779.50892,-4630616.14505
880.237940018,-4588958.24303,-4630616.14505
879.358141831,-4582079.28592,-4630616.14505
878.479223002,-4615383.28646,-4630616.14505
877.601182653,-4621713.34126,-4630616.14505
876.724019906,-4617029.09294,-4630616.14505
875.847733883,-4615803.36601,-4635207.69104
874.972323708,-4616989.30916,-4635207.69104
874.097788506,-4628354.85802,-4635207.69104
873.224127403,-4628935.06705,-4635207.69104
872.351339524,-4651437.20932,-4654669.7121
871.479423997,-4646355.82661,-4662291.46959
870.60837995,-4649453.869,-4662291.46959
869.738206512,-4661408.38549,-4672077.21849
868.868902812,-4647239.51155,-4672077.21849
868.000467982,-4664820.73716,-4672077.21849
867.132901153,-4672588.01749,-4677148.70943
866.266201457,-4652997.78044,-4677148.70943
865.400368028,-4649251.8484,-4677148.70943
864.5354,-4678329.6732,-4682566.05969
863.671296508,-4682410.56808,-4685011.23957
862.808056688,-4687421.63006,-4696082.34688
861.945679676,-4705062.73717,-4707958.97305
861.08416461,-4699654.23574,-4711377.75624
860.223510629,-4706418.37135,-4723272.7739
859.363716872,-4726544.47569,-4726939.20236
858.504782479,-4728544.71522,-4732658.39649
857.646706592,-4741210.96398,-4743354.44557
856.789488352,-4725002.85154,-4745469.8175
855.933126901,-4755497.63423,-4756103.55438
855.077621385,-4745710.35069,-4761390.31054
854.222970946,-4753349.24399,-4763254.91241
853.369174731,-4749670.20238,-4763254.91241
852.516231886,-4758534.02098,-4763254.91241
851.664141557,-4758549.98719,-4775805.87294
850.812902893,-4739141.69454,-4775805.87294
849.962515042,-4758992.64135,-4775805.87294
849.112977155,-4797358.85281,-4799103.11137
848.264288381,-4802945.78522,-4808831.4288
847.416447871,-4796357.92619,-4812543.74118
846.569454779,-4812446.85341,-4814720.14385
845.723308256,-4807510.74511,-4819227.04108
844.878007458,-4834453.56916,-4843808.96943
844.033551538,-4844235.48704,-4845497.23034
843.189939651,-4828986.49297,-4848793.44767
842.347170956,-4828234.69642,-4848793.44767
841.505244608,-4834665.94353,-4848793.44767
840.664159765,-4802437.55714,-4848793.44767
839.823915588,-4803486.27536,-4848793.44767
838.984511234,-4813989.77473,-4848793.44767
838.145945866,-4809660.643,-4848793.44767
837.308218644,-4830805.37605,-4848793.44767
836.471328731,-4829459.1424,-4848793.44767
835.63527529,-4851633.14073,-4851901.29015
834.800057485,-4867716.74013,-4868040.26671
833.96567448,-4886460.79772,-4890152.48265
833.132125441,-4876456.56488,-4899684.82466
832.299409535,-4870240.81892,-4899684.82466
831.467525928,-4884562.71999,-4899684.82466
830.63647379,-4886427.06098,-4899684.82466
829.806252289,-4883299.05205,-4899684.82466
828.976860594,-4861696.65241,-4899684.82466
828.148297877,-4852510.1119,-4899684.82466
827.320563308,-4857608.1772,-4899684.82466
826.493656061,-4864818.29575,-4899684.82466
825.667575307,-4869960.36351,-4899684.82466
824.842320222,-4880448.87557,-4899684.82466
824.01788998,-4838741.80608,-4899684.82466
823.194283756,-4859105.35971,-4899684.82466
822.371500726,-4888104.06622,-4899684.82466
821.549540069,-4893179.09243,-4899931.66518
820.728400962,-4895241.04464,-4905555.2086
819.908082583,-4899587.32273,-4905555.2086
819.088584114,-4917529.37787,-4926372.6297
818.269904733,-4920220.92194,-4926372.6297
817.452043622,-4935662.93268,-4940902.9657
816.634999964,-4941848.45696,-4946566.77623
815.818772942,-4981604.27333,-4981604.27333
815.003361739,-5006400.93559,-5014684.42078
814.188765539,-5008642.96994,-5014684.42078
813.374983529,-5014862.04047,-5016368.79091
812.562014895,-4999745.42415,-5017353.56579
811.749858823,-5006037.8499,-5017353.56579
810.938514501,-5010209.77191,-5021623.69497
810.127981118,-5000282.13794,-5021623.69497
809.318257864,-5009248.0021,-5021623.69497
808.509343928,-5016777.65599,-5025445.85859
807.701238502,-5019070.90381,-5036127.46358
806.893940778,-5025365.09781,-5036127.46358
806.087449948,-5032026.51044,-5038179.76424
805.281765206,-5071172.3681,-5071606.92801
804.476885747,-5050225.87483,-5078159.67124
803.672810765,-5051801.84861,-5078159.67124
802.869539456,-5056172.22451,-5078159.67124
802.067071017,-5027720.17451,-5078159.67124
801.265404645,-5041951.64836,-5078159.67124
800.46453954,-5047722.80899,-5078159.67124
799.664474899,-5055585.50797,-5078159.67124
798.865209924,-5039920.13987,-5078159.67124
798.066743814,-5029956.97253,-5078159.67124
797.269075771,-5031617.46804,-5078159.67124
796.472204998,-5046044.2754,-5078159.67124
795.676130698,-5060804.15324,-5078159.67124
794.880852074,-5073175.89957,-5078159.67124
794.086368331,-5057436.2413,-5078159.67124
793.292678676,-5051937.95863,-5078159.67124
792.499782313,-5056440.30568,-5078159.67124
791.707678451,-5064949.68803,-5078159.67124
790.916366297,-5059508.87801,-5078159.67124
790.125845059,-5059912.33794,-5078159.67124
789.336113948,-5091473.95677,-5091626.83641
788.547172174,-5095825.80805,-5097846.07121
787.759018947,-5111171.08324,-5112878.24002
786.971653479,-5106346.45074,-5117415.91249
786.185074984,-5102823.56648,-5117415.91249
785.399282674,-5125827.52667,-5125827.52667
784.614275764,-5126466.13005,-5130266.5778
783.830053469,-5117571.5344,-5132368.53581
783.046615004,-5137834.87203,-5141386.01635
782.263959587,-5135329.55088,-5155069.26902
781.482086433,-5160775.38247,-5170843.95485
780.700994763,-5167500.76675,-5173132.57294
779.920683793,-5167205.99127,-5180005.02348
779.141152745,-5162044.84772,-5182119.0671
778.362400839,-5148214.22017,-5182119.0671
777.584427295,-5154205.75284,-5182119.0671
776.807231336,-5158369.31904,-5182119.0671
776.030812185,-5194224.01452,-5201470.08176
775.255169065,-5173804.79048,-5201470.08176
774.480301201,-5161895.73324,-5201470.08176
773.706207818,-5175945.25939,-5201470.08176
772.932888141,-5179483.93117,-5201470.08176
772.160341397,-5169253.5152,-5201470.08176
771.388566815,-5156075.61177,-5201470.08176
770.617563621,-5155070.72272,-5201470.08176
769.847331046,-5161067.45304,-5201470.08176
769.077868318,-5187690.72657,-5201470.08176
768.309174668,-5190270.60159,-5201470.08176
767.541249328,-5201177.23339,-5206049.9206
766.77409153,-5191217.58285,-5206049.9206
766.007700506,-5187445.59219,-5206049.9206
765.242075491,-5216750.93904,-5219449.28239
764.477215718,-5220343.27627,-5221034.07027
763.713120422,-5246064.0017,-5249956.50611
762.949788841,-5247622.89186,-5257355.32078
762.187220209,-5244741.47927,-5257355.32078
761.425413765,-5232679.20625,-5257355.32078
760.664368747,-5229448.98628,-5257355.32078
759.904084394,-5229081.40978,-5257355.32078
759.144559945,-5209625.59026,-5257355.32078
758.385794641,-5213062.49046,-5257355.32078
757.627787724,-5254302.41998,-5257355.32078
756.870538435,-5262931.68096,-5266852.21476
756.114046017,-5269311.62209,-5272547.44888
755.358309713,-5263477.79496,-5272547.44888
754.603328768,-5256625.48622,-5273388.74933
753.849102427,-5261773.25641,-5273388.74933
753.095629935,-5272453.03507,-5278855.78814
752.342910539,-5279020.45752,-5280735.16853
751.590943487,-5265920.76119,-5280735.16853
750.839728026,-5283395.50226,-5290399.52958
750.089263405,-5301053.42662,-5302457.31737
749.339548874,-5287260.90265,-5302457.31737
748.590583683,-5267286.22395,-5302457.31737
747.842367083,-5284176.53125,-5302457.31737
747.094898326,-5283386.23494,-5302457.31737
746.348176664,-5294512.32934,-5302457.31737
745.602201351,-5293079.43696,-5302457.31737
744.85697164,-5286897.71265,-5302457.31737
744.112486787,-5318856.51255,-5321232.91202
743.368746047,-5321287.71096,-5326902.93161
742.625748676,-5307443.46125,-5326902.93161
741.883493931,-5327753.08787,-5333427.99825
741.14198107,-5338215.56078,-5344975.52073
740.401209351,-5332927.40226,-5344975.52073
739.661178034,-5344133.93527,-5344975.52073
738.921886379,-5321100.94095,-5345449.24216
738.183333646,-5349737.71518,-5350747.46456
737.445519096,-5339586.05029,-5350747.46456
736.708441993,-5339821.46214,-5350747.46456
735.972101598,-5345605.55201,-5350747.46456
735.236497177,-5357781.80145,-5370301.14564
734.501627992,-5374170.70504,-5374521.57246
733.767493309,-5387766.07598,-5391863.54825
733.034092394,-5381763.05459,-5391863.54825
732.301424513,-5391554.33495,-5393700.407
731.569488934,-5385039.41019,-5408991.25415
730.838284926,-5366118.99073,-5408991.25415
730.107811756,-5364729.35582,-5408991.25415
729.378068694,-5381359.43431,-5408991.25415
728.649055011,-5394353.30801,-5408991.25415
727.920769977,-5353383.54701,-5408991.25415
727.193212864,-5351092.42735,-5408991.25415
726.466382945,-5354744.1219,-5408991.25415
725.740279493,-5359953.57247,-5408991.25415
725.014901782,-5370686.10191,-5408991.25415
724.290249085,-5367080.79511,-5408991.25415
723.56632068,-5369703.1063,-5408991.25415
722.843115841,-5355167.71716,-5408991.25415
722.120633846,-5353819.99301,-5408991.25415
721.398873972,-5370355.66684,-5408991.25415
720.677835497,-5361870.47864,-5408991.25415
719.9575177,-5389939.16369,-5408991.25415
719.237919862,-5407874.98167,-5409250.06256
718.519041261,-5388175.24878,-5409250.06256
717.800881181,-5416150.29146,-5416254.09719
717.083438901,-5429464.1709,-5436658.88666
716.366713705,-5418734.84179,-5436658.88666
715.650704877,-5432212.60747,-5438005.14793
714.935411699,-5440021.69061,-5454245.66158
714.220833458,-5445000.12409,-5454245.66158
713.506969437,-5465667.78119,-5466220.61099
712.793818924,-5460294.19846,-5471745.41595
712.081381206,-5463312.12355,-5471745.41595
711.369655569,-5458383.67188,-5471745.41595
710.658641302,-5457574.59937,-5471745.41595
709.948337694,-5436400.36281,-5471745.41595
709.238744035,-5442397.6382,-5471745.41595
708.529859615,-5451049.2146,-5471745.41595
707.821683725,-5447268.84028,-5471745.41595
707.114215658,-5450363.87678,-5471745.41595
706.407454705,-5472436.40629,-5474113.2189
705.70140016,-5485518.45392,-5495432.43757
704.996051317,-5465513.98998,-5495432.43757
704.29140747,-5449284.1876,-5495432.43757
703.587467915,-5443965.0378,-5495432.43757
702.884231948,-5473032.62949,-5495432.43757
702.181698865,-5484553.89918,-5495432.43757
701.479867965,-5490525.82776,-5496735.83694
700.778738545,-5479785.76233,-5497135.00454
700.078309904,-5505324.88336,-5505324.88336
699.378581342,-5496358.19454,-5505448.95905
698.679552159,-5472258.01243,-5505448.95905
697.981221655,-5469313.78029,-5505448.95905
697.283589134,-5484877.82944,-5505448.95905
696.586653896,-5493774.74775,-5505448.95905
695.890415246,-5507790.15957,-5510312.45448
695.194872486,-5525316.23356,-5526799.36046
694.500024921,-5525708.10109,-5535716.86347
693.805871857,-5536752.40314,-5549020.41256
693.1124126,-5532912.31102,-5550055.74635
692.419646455,-5523921.79402,-5550055.74635
691.72757273,-5534760.32576,-5550055.74635
691.036190733,-5524895.43787,-5550055.74635
690.345499773,-5535756.65647,-5550055.74635
689.655499158,-5521278.64107,-5550055.74635
688.9661882,-5509472.9182,-5550055.74635
688.277566208,-5520669.6143,-5550055.74635
687.589632494,-5539528.20278,-5550055.74635
686.90238637,-5535768.67908,-5550055.74635
686.215827149,-5538254.93965,-5550055.74635
685.529954144,-5541780.86461,-5550055.74635
684.844766669,-5542842.2504,-5550055.74635
684.16026404,-5541580.74005,-5550055.74635
683.476445571,-5532606.574,-5550055.74635
682.793310579,-5557181.20343,-5560875.25365
682.110858381,-5525569.01065,-5560875.25365
681.429088294,-5528203.10696,-5560875.25365
680.747999637,-5542177.35153,-5560875.25365
680.067591728,-5535583.7349,-5560875.25365
679.387863887,-5559276.18596,-5560875.25365
678.708815434,-5547040.31015,-5560875.25365
678.03044569,-5558041.95318,-5561798.70195
677.352753978,-5543821.45289,-5561798.70195
676.675739618,-5546209.83891,-5561798.70195
675.999401935,-5547482.24944,-5561798.70195
675.323740251,-5550160.30232,-5561798.70195
674.648753892,-5547245.82977,-5566444.12023
673.974442181,-5560074.07662,-5566444.12023
673.300804446,-5546536.20612,-5566444.12023
672.627840011,-5555400.24203,-5566444.12023
671.955548205,-5568678.44255,-5580205.77798
671.283928355,-5577978.28014,-5580520.06169
670.612979789,-5595128.37356,-5599844.90223
669.942701837,-5590749.9684,-5604054.4753
669.273093827,-5586446.53573,-5604054.4753
668.604155091,-5578770.45431,-5604054.4753
667.93588496,-5607940.6292,-5613161.21312
667.268282765,-5592789.51226,-5613161.21312
666.601347839,-5582648.82193,-5613161.21312
665.935079514,-5580035.57449,-5613161.21312
665.269477125,-5587645.9458,-5613161.21312
664.604540005,-5603289.66116,-5613161.21312
663.940267491,-5605581.06621,-5616326.04541
663.276658917,-5596285.67182,-5616326.04541
662.613713621,-5623389.91069,-5628579.49621
661.951430938,-5633739.43313,-5638553.80458
661.289810207,-5625150.11606,-5640286.82097
660.628850767,-5607422.98757,-5640286.82097
659.968551955,-5588746.33385,-5640286.82097
659.308913113,-5589726.85821,-5640286.82097
658.64993358,-5612745.88081,-5640286.82097
657.991612697,-5617670.05215,-5640286.82097
657.333949806,-5624283.1039,-5640286.82097
656.67694425,-5631769.58716,-5640286.82097
656.02059537,-5614776.14539,-5640286.82097
655.364902512,-5620428.82662,-5640286.82097
654.709865019,-5630607.58714,-5640286.82097
654.055482237,-5635357.54954,-5648178.55744
653.40175351,-5662175.8004,-5665379.55984
652.748678185,-5669273.94179,-5676906.97977
652.09625561,-5664491.46767,-5676906.97977
651.444485131,-5653987.59569,-5676906.97977
650.793366097,-5662781.00196,-5676906.97977
650.142897856,-5663271.86544,-5676906.97977
649.493079759,-5646496.7808,-5676906.97977
648.843911156,-5643172.40224,-5676906.97977
648.195391396,-5644301.88968,-5676906.97977
647.547519833,-5648432.45197,-5676906.97977
646.900295817,-5658173.97444,-5676906.97977
646.253718702,-5653190.65912,-5676906.97977
645.607787841,-5684525.92769,-5685279.27003
644.962502589,-5705465.62373,-5705502.91403
644.317862299,-5711538.63196,-5717499.62166
643.673866327,-5727547.66928,-5728620.4546
643.03051403,-5722894.00265,-5732342.99158
642.387804763,-5722359.4183,-5732342.99158
641.745737885,-5725354.28806,-5732342.99158
641.104312753,-5709938.39754,-5732342.99158
640.463528726,-5719998.06055,-5732342.99158
639.823385162,-5705275.25046,-5732342.99158
639.183881422,-5744100.32953,-5746359.18023
638.545016867,-5736531.2955,-5747726.29157
637.906790856,-5742720.68601,-5747726.29157
637.269202753,-5740551.45121,-5747726.29157
636.63225192,-5749828.32549,-5750472.08752
635.995937719,-5750023.52496,-5754203.66887
635.360259515,-5742040.68455,-5754203.66887
634.725216671,-5747851.80153,-5754203.66887
634.090808552,-5746024.75891,-5761332.12576
633.457034525,-5755127.66728,-5763091.96509
632.823893956,-5757817.67473,-5770239.90983
632.19138621,-5770088.13369,-5773505.21741
631.559510656,-5773312.67257,-5788642.35426
630.928266663,-5758911.50689,-5788642.35426
630.297653597,-5769318.09783,-5788642.35426
629.66767083,-5781441.64139,-5788642.35426
629.038317731,-5799333.83927,-5800573.50434
628.409593671,-5790728.51329,-5800573.50434
627.78149802,-5796728.22051,-5800573.50434
627.154030152,-5803954.87341,-5813811.94153
626.527189437,-5844767.70341,-5844928.45075
625.900975251,-5852853.23586,-5853821.88368
625.275386965,-5836340.08477,-5854255.50342
624.650423956,-5839418.23543,-5854255.50342
624.026085597,-5845814.7425,-5854255.50342
623.402371265,-5844804.68869,-5854810.62767
622.779280335,-5853168.77204,-5864642.71283
622.156812185,-5842296.9511,-5864642.71283
621.534966192,-5837331.43048,-5864642.71283
620.913741735,-5857123.51849,-5865325.67273
620.293138192,-5854655.55442,-5865325.67273
619.673154942,-5872777.00301,-5876230.60289
619.053791365,-5883356.09795,-5889608.48038
618.435046843,-5888605.02662,-5889608.48038
617.816920756,-5906765.7134,-5906768.22792
617.199412487,-5899522.63423,-5910082.15963
616.582521417,-5909522.32863,-5914661.13098
615.96624693,-5894549.07015,-5914661.13098
615.35058841,-5894833.86572,-5914661.13098
614.735545241,-5907133.62865,-5914661.13098
614.121116808,-5909399.62113,-5914661.13098
613.507302496,-5910963.31535,-5914661.13098
612.894101691,-5911196.92844,-5916244.47648
612.281513782,-5901444.63637,-5916343.73054
611.669538154,-5899224.46411,-5916343.73054
611.058174196,-5905135.23113,-5917301.01204
610.447421296,-5915337.55826,-5920832.78623
609.837278845,-5908457.83764,-5920832.78623
609.22774623,-5915645.2405,-5922308.88242
608.618822844,-5915566.46188,-5926219.40899
608.010508078,-5907557.67138,-5926219.40899
607.402801322,-5945724.73726,-5948139.67353
606.795701969,-5950914.61268,-5954646.43381
606.189209412,-5948761.25622,-5954646.43381
605.583323045,-5955069.32815,-5957128.55158
604.978042262,-5954393.15759,-5961349.89859
604.373366456,-5955765.10568,-5961349.89859
603.769295025,-5941902.34077,-5961349.89859
603.165827363,-5955070.41607,-5961349.89859
602.562962868,-5948947.84551,-5961349.89859
601.960700936,-5961637.44357,-5964928.98743
601.359040964,-5976611.62935,-5978181.17438
600.757982353,-5968576.86472,-5978181.17438
600.157524499,-5985736.48854,-5987119.14952
599.557666804,-5995474.20928,-6000228.21798
598.958408666,-5993954.58076,-6000228.21798
598.359749487,-6016380.87913,-6018957.56953
597.761688669,-6035077.30293,-6040884.10119
597.164225612,-6023128.30756,-6040884.10119
596.56735972,-6033449.7269,-6040884.10119
595.971090395,-6041806.58953,-6044710.92855
595.375417042,-6022661.16575,-6044710.92855
594.780339065,-6029907.56364,-6044710.92855
594.185855869,-6048853.00245,-6048853.00245
593.591966858,-6050068.17605,-6055562.76976
592.99867144,-6044468.47741,-6055562.76976
592.405969022,-6033249.46744,-6055562.76976
591.813859009,-6040442.94656,-6055562.76976
591.22234081,-6049045.84687,-6055562.76976
590.631413835,-6049476.30972,-6056569.53839
590.041077491,-6050750.71561,-6059838.84438
589.451331188,-6058173.02548,-6059838.84438
588.862174337,-6051764.02233,-6063194.41329
588.273606349,-6058947.3916,-6063194.41329
587.685626634,-6063541.91517,-6067162.43342
587.098234606,-6066317.14385,-6067790.28711
586.511429676,-6072436.83549,-6077215.13943
585.925211258,-6087972.37158,-6090154.92239
585.339578765,-6088043.6742,-6091963.25777
584.754531613,-6100830.7031,-6104823.05084
584.170069215,-6105906.77126,-6109260.12659
583.586190988,-6121597.19553,-6126205.71672
583.002896347,-6121212.31439,-6136523.77553
582.420184709,-6100769.86405,-6136523.77553
581.838055492,-6095252.05837,-6136523.77553
581.256508113,-6107657.31791,-6136523.77553
580.675541991,-6126576.10991,-6136523.77553
580.095156546,-6130304.37195,-6137538.99747
579.515351195,-6122124.22997,-6145251.29409
578.93612536,-6134255.05313,-6145251.29409
578.357478462,-6126569.61989,-6145251.29409
577.779409922,-6113036.15588,-6145251.29409
577.201919161,-6118768.93019,-6145251.29409
576.625005602,-6133949.87275,-6145251.29409
576.048668669,-6142656.45243,-6145251.29409
575.472907785,-6165260.53642,-6166430.9249
574.897722374,-6156870.46248,-6166430.9249
574.323111861,-6156998.42036,-6166430.9249
573.749075672,-6173270.12369,-6175450.39934
573.175613232,-6182431.28841,-6182914.56798
572.602723968,-6186450.90328,-6187635.44838
572.030407307,-6189100.58361,-6194105.85308
571.458662677,-6184570.75798,-6194105.85308
570.887489505,-6190378.88379,-6194105.85308
570.316887222,-6201729.30435,-6209954.58123
569.746855256,-6211110.979,-6214747.82118
569.177393037,-6183751.63473,-6214747.82118
568.608499996,-6182289.3754,-6214747.82118
568.040175563,-6192345.13395,-6214747.82118
567.472419171,-6186751.18163,-6214747.82118
566.905230252,-6190415.1404,-6214747.82118
566.338608238,-6202682.61631,-6214747.82118
565.772552564,-6207113.02154,-6214747.82118
565.207062662,-6191691.58872,-6214747.82118
564.642137967,-6200868.65409,-6214747.82118
564.077777915,-6189930.45123,-6214747.82118
563.513981942,-6190653.12489,-6214747.82118
562.950749482,-6191898.99744,-6214747.82118
562.388079974,-6204829.2586,-6214747.82118
561.825972853,-6201452.22333,-6214747.82118
561.26442756,-6209717.04466,-6214747.82118
560.703443531,-6211890.54223,-6224047.73904
560.143020206,-6219543.72799,-6228579.89511
559.583157024,-6236607.06671,-6240835.21467
559.023853425,-6234475.21144,-6241109.91422
