57.262700 27.728600
58.383300 37.950000
47.969700 42.022800
45.094700 41.454700
44.651700 40.963300
44.382500 40.486100
44.485800 42.124200
46.456000 42.649100
46.659200 45.270100
45.755600 43.302100
44.633500 43.729500
45.050300 43.238600
45.776400 43.428100
45.606700 43.056100
44.966700 39.500000
46.511300 38.805600
46.125300 38.173600
50.886700 35.847400
53.283600 36.744300
51.300000 36.683300
46.587700 35.884900
46.789000 34.926700
45.195800 34.729400
41.480600 37.586700
41.637200 41.638600
42.700000 40.583300
40.111000 40.787400
41.566700 38.033300
38.916700 38.550000
39.080600 37.043900
44.524400 33.818300
47.267900 32.694100
47.162700 23.991500
35.866700 -1.083300
36.816700 -1.283300
37.016700 -0.166700
37.650000 -0.333300
38.933300 15.333300
35.166700 31.883300
30.841800 29.309900
31.353100 30.179400
30.129200 31.139700
31.266700 31.000000
34.729600 31.662500
35.065800 32.185800
35.020800 32.563500
35.393400 32.560200
35.563000 32.713800
35.716700 34.116700
35.617800 33.980800
35.578300 33.235600
36.133300 36.016700
35.701900 36.973700
34.625200 38.745900
34.432700 40.860400
35.720100 41.074800
36.721900 41.198900
32.895300 40.032000
31.379200 41.169400
30.201100 40.848600
29.494400 40.886100
29.583300 40.650000
28.968400 41.031800
26.901100 40.890000
27.166700 38.133300
26.966700 38.300000
28.150000 38.200000
23.965000 38.202500
27.946700 39.681700
26.883300 42.766700
26.100000 43.366700
26.800000 43.966700
26.833300 43.566700
28.465000 43.838800
27.483300 43.600000
27.600000 43.050000
26.183300 42.116700
24.766700 42.600000
24.733300 42.350000
24.916700 42.266700
24.750000 41.500000
23.200000 42.750000
23.316700 42.633300
24.566700 43.733300
24.866700 43.466700
26.166700 43.866700
26.800000 44.533300
27.016700 44.616700
28.402800 45.684200
33.961900 44.836100
34.103000 44.433600
35.000000 46.916700
37.161100 49.309500
38.176000 45.647300
38.445200 45.752900
40.240000 45.516100
41.030500 45.351000
39.073300 46.984400
39.756700 46.458300
36.588300 49.798700
34.312900 51.150200
36.916700 52.200000
35.967100 52.999500
32.807800 53.809200
30.910900 56.045900
30.595300 56.398200
24.388900 58.511400
24.376900 58.715300
27.416700 56.700000
28.465400 56.295500
24.441700 55.708300
24.483300 55.633300
27.391700 53.839700
26.707400 53.509200
26.276800 52.038100
23.438600 51.348800
22.573000 51.705800
21.150000 51.833300
22.172600 51.345100
21.783100 50.656800
19.972800 52.026400
17.383300 52.483300
16.207900 52.263200
16.761100 52.280100
16.301300 52.007300
16.482300 51.804800
15.030800 51.814000
14.966700 51.933300
14.900000 51.683300
14.216700 51.650000
14.247800 50.361700
14.950000 50.300000
14.889300 50.351300
15.019700 50.283900
14.539300 50.048900
13.283300 48.633300
13.750000 48.483300
14.350000 48.233300
13.816700 48.466700
13.519700 48.539700
13.216700 47.916700
12.970600 47.919400
12.816700 49.083300
13.183300 48.333300
11.766700 47.883300
12.400000 47.966700
11.900000 47.983300
11.583300 48.466700
11.800000 48.666700
11.433300 48.600000
11.683300 48.533300
11.716700 48.883300
11.933300 49.033300
12.066700 49.633300
12.350000 49.433300
10.816700 49.766700
10.350000 49.583300
10.300000 49.516700
10.566700 49.566700
10.433300 49.316700
10.350000 48.850000
10.650000 48.866700
11.416700 49.200000
11.416700 49.550000
13.072500 49.748500
13.083300 49.716700
12.283300 49.933300
11.933300 50.183300
11.316700 50.350000
11.350000 49.800000
12.072600 51.109700
11.916700 51.233300
12.100000 51.566700
13.616700 52.366700
14.283300 52.650000
14.433300 52.666700
12.433300 54.200000
12.766700 53.600000
13.600000 54.116700
13.204500 54.188400
13.083300 54.250000
13.416700 54.333300
13.283300 53.616700
12.666700 53.750000
12.516700 53.783300
11.983300 53.716700
11.533300 53.683300
11.950000 53.650000
10.850000 52.683300
10.574900 52.904300
9.533300 53.283300
9.150000 54.150000
8.916700 54.016700
9.236800 53.802700
10.966700 53.800000
9.300000 53.516700
10.350000 52.666700
12.166700 52.050000
13.000000 52.466700
12.600000 51.833300
13.133300 51.516700
11.166700 52.350000
10.783300 51.266700
9.766700 51.500000
9.533300 51.333300
9.700000 49.683300
10.233300 50.333300
9.366100 49.930800
8.398600 49.518600
8.708900 49.831400
9.270800 50.751800
9.100000 50.866700
8.833300 50.516700
8.600000 50.466700
8.783300 51.550000
7.733300 51.066700
7.233300 50.850000
7.600000 50.650000
7.566700 50.583300
7.450000 51.000000
6.561300 52.198000
7.721200 52.368900
8.383300 52.633300
8.583300 52.233300
9.213200 52.779400
9.816700 53.166700
9.900000 53.466700
10.050000 54.366700
10.900000 54.266700
9.968400 55.369300
9.533300 55.233300
8.549600 55.131100
9.357800 55.253700
9.000000 54.600000
9.650000 54.650000
9.537600 54.456500
8.183300 53.133300
7.533300 53.366700
7.036200 53.166500
6.714500 53.143200
5.738000 53.157600
4.625000 52.618800
5.516700 52.100000
6.288300 52.249300
5.950000 52.066700
5.850700 52.449700
6.499200 52.464300
6.075100 52.961300
6.068000 53.004500
7.583300 52.516700
6.711400 52.570600
9.753500 52.018900
10.900000 52.883300
10.700000 53.683300
10.066700 53.600000
11.300000 53.750000
11.500000 53.833300
10.416700 53.983300
10.333300 54.433300
11.348900 55.286100
12.526500 54.961000
11.967700 54.568300
12.034000 55.944400
12.600000 55.766700
11.478000 55.672400
13.250000 57.116700
11.983300 57.633300
11.683300 57.983300
9.200000 59.016700
9.827100 59.511300
9.955100 56.894700
8.491600 55.801300
8.333300 56.266700
16.616700 56.850000
14.133300 58.383300
13.800000 58.233300
14.272000 59.531800
13.233300 59.583300
14.183300 61.150000
17.216700 60.683300
20.033300 60.250000
22.366700 60.366700
22.733300 60.583300
25.073900 60.266100
24.887800 60.428900
24.816700 60.280000
25.095600 59.125600
27.683300 60.566700
25.900000 60.383300
24.433300 60.483300
23.666700 61.133300
23.350000 61.466700
22.300000 63.200000
21.400000 60.766700
21.916700 61.083300
22.250000 61.616700
23.050000 62.116700
23.800000 61.883300
23.933300 62.166700
21.666700 62.716700
11.133300 63.200000
5.933300 61.666700
5.400400 61.363500
-6.700000 61.400000
-4.416700 57.983300
-2.533300 57.016700
-2.427300 56.748100
-3.033300 56.166700
-2.883300 56.450000
-2.883300 56.583300
-1.216700 53.850000
-0.266700 54.150000
-0.816700 54.000000
-0.750000 53.550000
-0.450000 53.266700
-0.350000 53.233300
-1.083300 52.433300
-0.750000 52.433300
0.316700 51.900000
-1.250000 53.250000
-0.983300 52.916700
-1.033300 52.716700
-0.883300 53.066700
1.200000 52.500000
1.383300 52.033300
0.866700 52.083300
0.316700 52.000000
0.300000 51.550000
2.217700 50.996500
1.831300 50.893300
0.366700 51.666700
-0.450000 51.900000
-0.033300 51.633300
-0.400000 51.400000
-1.383300 50.900000
-0.916700 51.133300
-0.710300 48.645900
0.021400 48.731400
0.634800 49.531000
0.368400 49.556100
0.852800 49.599500
0.457700 49.485500
-0.282500 49.241500
-0.395100 48.989100
-0.339100 48.495000
0.296100 47.425700
0.384000 47.683000
1.582400 47.344400
2.172900 47.608900
1.950000 47.483300
3.280100 47.076000
3.051900 46.676000
2.841900 46.727500
3.004300 46.708600
2.566700 46.283300
2.616700 47.033300
2.983300 47.116700
2.450000 47.166700
3.362500 46.443500
3.472600 46.255400
3.265800 46.850600
3.055100 46.502500
3.432500 47.497400
2.291800 48.226000
2.116700 48.000000
2.949600 48.383600
3.274300 48.365000
4.716000 48.434500
5.148000 48.357400
6.279300 47.695700
6.312300 47.807800
6.453400 47.622300
7.294200 47.929100
7.443900 48.125500
7.552900 47.501200
7.616700 47.783300
7.572700 48.207900
8.216700 48.133300
8.016700 47.750000
6.749100 47.056200
6.882200 46.727600
7.263600 47.096300
7.300000 46.716700
6.995900 45.320600
6.560200 45.470900
4.703900 44.922000
3.994500 44.114900
4.030800 44.368300
3.450000 44.200000
5.637400 44.232200
3.995100 44.939300
5.287000 44.998600
5.889700 44.169700
5.751000 43.761700
5.511200 43.858400
6.216700 44.200000
6.116700 45.033300
5.422100 45.397900
5.726500 45.112900
4.742500 45.266700
4.361500 44.982900
3.700000 45.633300
4.644700 45.878000
4.418600 46.193100
4.115000 46.223900
3.816700 45.383300
3.383300 45.733300
3.081100 45.831400
1.897800 45.230300
1.854000 44.926300
1.808000 45.187000
2.173100 44.828500
1.950100 44.599500
2.198600 44.452700
2.179500 44.503100
2.463400 44.474500
1.300000 44.016700
0.254900 44.826500
0.415700 44.997900
-0.286400 44.818000
-0.153100 43.902800
0.043100 43.800000
0.522400 44.380000
0.783800 44.060700
0.050000 44.333300
-0.250000 43.516700
