T,current_km,best_km
19444.657754,303609.405314,272702.756669
19328.3389384,332684.8862,272702.756669
19212.7159472,321274.412832,272702.756669
19097.7846179,321345.241655,272702.756669
18983.540813,318466.50399,272702.756669
18869.9804196,311676.062681,272702.756669
18757.0993496,312323.926239,272702.756669
18644.8935393,321865.302218,272702.756669
18533.3589491,332420.04156,272702.756669
18422.4915639,288874.677617,272702.756669
18312.2873923,315857.626801,272702.756669
18202.7424671,318310.449978,272702.756669
18093.8528445,317948.379877,272702.756669
17985.6146045,333570.613615,272702.756669
17878.0238505,330451.52244,272702.756669
17771.0767092,330633.615438,272702.756669
17664.7693306,319137.401121,272702.756669
17559.0978874,326216.517638,272702.756669
17454.0585756,317014.966708,272702.756669
17349.6476136,311241.947895,272702.756669
17245.8612428,309437.696691,272702.756669
17142.6957266,295751.706482,272702.756669
17040.1473512,317263.29977,272702.756669
16938.2124248,335662.443259,272702.756669
16836.8872776,317810.339903,272702.756669
16736.1682621,317581.687634,272702.756669
16636.0517522,317941.319743,272702.756669
16536.5341438,327965.383188,272702.756669
16437.6118542,330907.34945,272702.756669
16339.2813222,329535.958567,272702.756669
16241.5390078,303660.287024,272702.756669
16144.3813923,311457.587127,272702.756669
16047.8049781,315377.99861,272702.756669
15951.8062883,329625.332161,272702.756669
15856.381867,315169.175776,272702.756669
15761.5282788,323318.664386,272702.756669
15667.2421091,308064.795727,272702.756669
15573.5199635,315650.358062,272702.756669
15480.3584679,321998.233227,272702.756669
15387.7542686,330767.296881,272702.756669
15295.7040318,329719.781164,272702.756669
15204.2044436,313245.042591,272702.756669
15113.2522101,341453.532996,272702.756669
15022.8440569,308139.858292,272702.756669
14932.9767293,319921.547935,272702.756669
14843.6469922,300723.416643,272702.756669
14754.8516295,331647.084203,272702.756669
14666.5874447,313840.262468,272702.756669
14578.8512601,333441.246926,272702.756669
14491.6399174,340829.101934,272702.756669
14404.9502769,311722.197288,272702.756669
14318.7792177,316441.561726,272702.756669
14233.1236376,310190.3917,272702.756669
14147.980453,331245.691828,272702.756669
14063.3465988,327618.609805,272702.756669
13979.2190281,283421.495654,272702.756669
13895.5947123,327908.201611,272702.756669
13812.470641,298310.987946,272702.756669
13729.8438215,332366.828485,272702.756669
13647.7112794,322028.030056,272702.756669
13566.0700579,332474.474799,272702.756669
13484.9172178,319869.631286,272702.756669
13404.2498376,314767.627224,272702.756669
13324.0650133,321920.354913,272702.756669
13244.3598583,338535.212635,272702.756669
13165.131503,332978.765902,272702.756669
13086.3770954,316541.408173,272702.756669
13008.0938001,316661.929235,272702.756669
12930.278799,324860.323195,272702.756669
12852.9292908,301717.556567,272702.756669
12776.0424908,333251.586675,272702.756669
12699.6156311,328655.777632,272702.756669
12623.6459602,326082.151841,272702.756669
12548.1307434,295196.368432,271753.669026
12473.067262,313189.265289,271753.669026
12398.4528137,334299.378844,271753.669026
12324.2847124,317850.909608,271753.669026
12250.5602879,327928.477039,271753.669026
12177.2768863,316088.664765,271753.669026
12104.4318693,306796.889179,271753.669026
12032.0226145,336692.890476,271753.669026
11960.0465151,339187.339923,271753.669026
11888.5009799,316317.698239,271753.669026
11817.3834334,338665.513663,271753.669026
11746.6913151,313802.931042,271753.669026
11676.4220804,331962.107639,271753.669026
11606.5731993,297048.771696,271753.669026
11537.1421574,322094.966236,271753.669026
11468.1264551,304191.103106,271753.669026
11399.5236078,322923.337376,271753.669026
11331.3311458,320370.898004,271753.669026
11263.5466142,323004.556154,271753.669026
11196.1675727,314137.329559,271753.669026
11129.1915957,318371.486892,271753.669026
11062.6162719,320061.55784,271753.669026
10996.4392048,298144.589627,271753.669026
10930.6580118,293182.86839,271753.669026
10865.2703249,312522.749314,271753.669026
10800.27379,309421.179304,271753.669026
10735.6660674,325613.481812,271753.669026
10671.444831,310149.760388,271753.669026
10607.607769,319035.489135,271753.669026
10544.1525831,329109.707791,271753.669026
10481.076989,302730.773321,271753.669026
10418.3787159,330357.699729,271753.669026
10356.0555067,323930.163468,271753.669026
10294.1051178,297413.648245,271753.669026
10232.5253188,317927.764971,271753.669026
10171.313893,313516.870392,271753.669026
10110.4686367,323261.013553,271753.669026
10049.9873594,321358.50025,271753.669026
9989.86788389,313338.180631,271753.669026
9930.10804574,328826.277116,271753.669026
9870.70569363,327835.843646,271753.669026
9811.65868905,306041.350371,271753.669026
9752.9649063,321374.527317,271753.669026
9694.6222324,314398.850082,271753.669026
9636.62856699,289344.279211,271753.669026
9578.9818223,316917.32668,271753.669026
9521.67992302,304882.39157,271753.669026
9464.72080627,325474.547665,271753.669026
9408.10242151,303290.432717,269063.914072
9351.82273048,317526.55323,269063.914072
9295.87970708,304097.982253,265780.497347
9240.27133736,306539.147206,265780.497347
9184.9956194,327105.805081,265780.497347
9130.05056327,316791.382528,265780.497347
9075.43419093,326507.642913,265780.497347
9021.14453619,304859.003275,265780.497347
8967.17964459,313592.80481,265780.497347
8913.5375734,299732.296169,265780.497347
8860.21639149,323193.58243,265780.497347
8807.21417928,316222.852806,265780.497347
8754.52902869,313340.942241,265780.497347
8702.15904303,301665.860952,265780.497347
8650.10233697,340683.372992,265780.497347
8598.35703647,320824.040841,265780.497347
8546.92127868,306734.824817,265780.497347
8495.7932119,308350.246338,265780.497347
8444.97099551,326596.30573,265780.497347
8394.4527999,315116.62682,265780.497347
8344.23680641,322705.671766,265780.497347
8294.32120724,311949.021477,265780.497347
8244.70420543,317554.798648,265780.497347
8195.38401475,313863.780092,265780.497347
8146.35885967,319683.671178,265780.497347
8097.62697526,288364.297043,265780.497347
8049.18660717,300927.566838,265780.497347
8001.03601154,307132.588564,265780.497347
7953.17345494,308639.634653,265780.497347
7905.5972143,291098.321715,265780.497347
7858.30557686,345650.806826,265780.497347
7811.29684012,299137.087333,265780.497347
7764.56931176,318312.516791,265780.497347
7718.12130957,299416.208717,265780.497347
7671.95116141,321570.116242,265780.497347
7626.05720515,305269.882969,265780.497347
7580.4377886,322376.97246,265780.497347
7535.09126945,314048.43076,265780.497347
7490.01601521,314968.49114,265780.497347
7445.21040316,320794.669026,265780.497347
7400.6728203,331087.140998,265780.497347
7356.40166325,324445.181069,265780.497347
7312.39533826,313060.555943,265780.497347
7268.65226107,325529.421662,265780.497347
7225.17085694,306698.460441,265780.497347
7181.94956052,308858.597119,265780.497347
7138.98681584,322287.828683,265780.497347
7096.28107622,304335.740273,265780.497347
7053.83080426,324660.34145,265780.497347
7011.63447172,330946.546172,265780.497347
6969.69055955,311005.396433,265780.497347
6927.99755773,300714.545258,265780.497347
6886.55396533,316982.670259,265780.497347
6845.35829036,339076.084472,265780.497347
6804.40904976,334245.002325,265780.497347
6763.70476936,318050.622073,265780.497347
6723.24398379,307554.148237,265780.497347
6683.02523646,300038.148016,265780.497347
6643.04707948,301686.940168,265780.497347
6603.30807363,302514.801886,265780.497347
6563.8067883,302720.290345,265780.497347
6524.54180142,303334.626713,265780.497347
6485.51169947,300942.864014,265780.497347
6446.71507733,283560.944931,265780.497347
6408.15053833,288929.454325,265780.497347
6369.81669414,325041.577696,265780.497347
6331.71216472,313099.690298,265780.497347
6293.8355783,269364.923502,258794.412663
6256.18557133,327820.842387,258794.412663
6218.76078839,311368.990162,258794.412663
6181.55988218,314879.929914,258794.412663
6144.58151346,311747.309741,258794.412663
6107.824351,315499.251901,258794.412663
6071.28707154,300505.60308,258794.412663
6034.96835973,279497.506183,258794.412663
5998.86690807,306218.764552,258794.412663
5962.98141693,303861.270491,258794.412663
5927.3105944,294479.724872,258794.412663
5891.85315634,307439.639508,258794.412663
5856.60782626,309794.580383,258794.412663
5821.57333532,322044.916514,258794.412663
5786.74842229,315418.440558,258794.412663
5752.13183345,304880.006572,258794.412663
5717.72232259,319596.492279,258794.412663
5683.51865098,300902.82119,258794.412663
5649.51958726,290351.173339,258794.412663
5615.72390747,297947.838146,258794.412663
5582.13039495,312901.64475,258794.412663
5548.73784034,315492.884002,258794.412663
5515.54504148,307467.676773,257982.877676
5482.55080344,292856.096772,257982.877676
5449.75393841,315960.292671,257982.877676
5417.1532657,296187.577763,257982.877676
5384.74761167,318612.267233,257982.877676
5352.53580973,305768.939762,257982.877676
5320.51670023,303676.449819,257982.877676
5288.68913048,277493.72244,257982.877676
5257.05195468,290985.831627,257982.877676
5225.60403388,309771.441322,257982.877676
5194.34423596,309596.122915,257982.877676
5163.27143556,303423.781247,257982.877676
5132.38451404,306354.747098,257982.877676
5101.68235947,289995.121597,257982.877676
5071.16386657,305561.115081,257982.877676
5040.82793667,295196.343386,257982.877676
5010.67347766,312974.191945,257982.877676
4980.69940397,293405.276223,257982.877676
4950.90463655,308535.283155,257982.877676
4921.28810275,287781.298539,257982.877676
4891.84873639,300761.428428,257982.877676
4862.58547765,308015.573951,257982.877676
4833.49727303,281712.325553,257982.877676
4804.58307535,300236.555362,257982.877676
4775.84184371,286400.466138,257982.877676
4747.2725434,309408.940422,257982.877676
4718.87414593,310658.547039,257982.877676
4690.64562895,307542.557402,257982.877676
4662.58597623,303561.98405,257982.877676
4634.6941776,312731.802027,257982.877676
4606.96922897,294455.153447,257982.877676
4579.41013222,280063.721271,257982.877676
4552.01589523,309664.565655,257982.877676
4524.7855318,300352.169776,257982.877676
4497.71806162,293797.415926,257982.877676
4470.81251026,293779.759706,257982.877676
4444.06790912,288229.715887,257982.877676
4417.48329539,283576.336682,257982.877676
4391.057712,279368.931357,257982.877676
4364.79020764,277044.307221,257982.877676
4338.67983668,310177.115406,257982.877676
4312.72565912,274751.813428,257367.060984
4286.92674062,320860.054792,257367.060984
4261.28215241,297986.067796,257367.060984
4235.79097128,268145.751692,257367.060984
4210.45227953,297894.355296,246521.529332
4185.26516498,308936.274659,246521.529332
4160.22872088,284652.88561,246521.529332
4135.34204591,298284.94497,246521.529332
4110.60424414,294859.322294,246521.529332
4086.01442502,285815.011162,246521.529332
4061.5717033,298424.091806,246521.529332
4037.27519904,301310.144657,246521.529332
4013.12403755,273529.298996,246521.529332
3989.1173494,287658.7954,246521.529332
3965.25427034,293126.744628,246521.529332
3941.53394129,293033.013808,246521.529332
3917.9555083,313029.18264,246521.529332
3894.51812257,299325.101305,246521.529332
3871.22094033,308567.324103,246521.529332
3848.06312287,292628.173684,246521.529332
3825.04383652,299535.842295,246521.529332
3802.16225258,290459.944529,246521.529332
3779.4175473,294632.961598,246521.529332
3756.80890186,287726.858753,246521.529332
3734.33550236,291765.373006,246521.529332
3711.99653974,308499.008001,246521.529332
3689.7912098,287561.602698,246521.529332
3667.71871314,276664.360125,246521.529332
3645.77825515,281757.24632,246521.529332
3623.96904596,272054.804226,246521.529332
3602.29030044,292147.934368,246521.529332
3580.74123815,280544.839393,246521.529332
3559.32108331,297985.957839,246521.529332
3538.02906481,276475.396635,246521.529332
3516.86441611,296706.338325,246521.529332
3495.82637529,311798.337965,246521.529332
3474.91418498,289374.763586,246521.529332
3454.12709233,294976.213956,246521.529332
3433.464349,286740.966062,246521.529332
3412.92521113,279403.291368,246521.529332
3392.5089393,288851.001348,244747.936707
3372.21479853,272706.023925,244747.936707
3352.04205822,275078.433704,244747.936707
3331.98999215,306419.919706,244747.936707
3312.05787843,265063.581186,244747.936707
3292.24499952,287779.973551,244747.936707
3272.55064214,295197.963377,244747.936707
3252.97409728,314618.457201,244747.936707
3233.5146602,298503.629324,244747.936707
3214.17163034,294340.355971,244747.936707
3194.94431136,294501.291057,244747.936707
3175.83201106,268955.561766,244747.936707
3156.8340414,270704.017957,244747.936707
3137.94971845,263758.034666,244747.936707
3119.17836236,280355.030435,244747.936707
3100.51929737,259766.920104,244747.936707
3081.97185175,282322.374241,244747.936707
3063.53535777,292330.272255,244747.936707
3045.20915173,278565.816471,244747.936707
3026.99257388,257446.724713,244747.936707
3008.88496842,266456.872831,244747.936707
2990.88568346,304785.613525,244747.936707
2972.99407103,276688.672435,244747.936707
2955.20948704,307301.685472,244747.936707
2937.53129122,266040.069738,244747.936707
2919.95884716,293627.33431,244747.936707
2902.49152226,282484.289144,238737.399576
2885.12868767,313531.668342,238737.399576
2867.86971834,268776.045752,238737.399576
2850.71399294,275204.798262,238737.399576
2833.66089386,284321.954049,238737.399576
2816.70980718,267743.101843,238737.399576
2799.86012267,276961.299685,238737.399576
2783.11123372,264963.707982,238737.399576
2766.46253738,275496.407199,238737.399576
2749.91343429,307704.274689,238737.399576
2733.46332868,273791.485178,238737.399576
2717.11162834,278935.462511,238737.399576
2700.8577446,272292.831406,238737.399576
2684.70109232,277314.149947,238737.399576
2668.64108987,289535.035073,238737.399576
2652.67715906,285825.163068,238737.399576
2636.80872521,285937.281452,238737.399576
2621.03521705,280127.229579,238737.399576
2605.35606672,257585.745978,238737.399576
2589.77070976,267614.666418,238737.399576
2574.27858512,279653.683443,238737.399576
2558.87913506,280743.827186,238737.399576
2543.5718052,263329.801829,238737.399576
2528.35604447,274577.656002,238737.399576
2513.23130511,254377.961872,238737.399576
2498.19704262,269331.391941,238737.399576
2483.25271576,281030.837589,238737.399576
2468.39778654,265178.411816,238737.399576
2453.63172017,240274.303216,238497.80529
2438.95398507,276108.903258,235119.854417
2424.36405284,308593.955675,235119.854417
2409.86139824,274567.176861,235119.854417
2395.44549917,266742.439725,235119.854417
2381.11583666,252030.588358,235119.854417
2366.87189483,243698.717748,235119.854417
2352.7131609,264173.853087,235119.854417
2338.63912515,285700.971225,235119.854417
2324.64928092,272132.659183,235119.854417
2310.74312456,274012.372837,235119.854417
2296.92015546,272056.915925,235119.854417
2283.17987597,269758.774149,235119.854417
2269.52179146,275841.368308,235119.854417
2255.94541022,287551.845718,235119.854417
2242.4502435,258046.846741,235119.854417
2229.03580547,247585.996424,229654.829787
2215.70161322,253888.916553,229654.829787
2202.4471867,269571.570174,229654.829787
2189.27204876,246090.102718,229654.829787
2176.17572508,255595.594435,229654.829787
2163.1577442,270731.000011,229654.829787
2150.21763747,256374.471078,229654.829787
2137.35493903,272507.865973,229654.829787
2124.56918584,256605.721488,229654.829787
2111.85991759,261729.015029,229654.829787
2099.22667676,252534.734478,229654.829787
2086.66900854,260148.501996,228425.358903
2074.18646085,285048.801582,228425.358903
2061.77858433,254206.937807,228425.358903
2049.44493228,261724.223039,228425.358903
2037.18506069,264982.818232,228425.358903
2024.9985282,254805.047821,227090.549464
2012.8848961,264082.234931,227090.549464
2000.84372829,271301.455906,227090.549464
1988.87459129,264713.134062,227090.549464
1976.9770542,251834.175905,227090.549464
1965.15068871,275026.926296,227090.549464
1953.39506907,245317.632239,227090.549464
1941.70977207,267716.926888,227090.549464
1930.09437705,259458.305896,227090.549464
1918.54846584,261622.437757,221413.417426
1907.07162279,253473.007275,221413.417426
1895.66343473,245626.571775,221413.417426
1884.32349096,245130.005608,221413.417426
1873.05138325,232710.801116,221413.417426
1861.84670579,264510.765523,221413.417426
1850.70905521,252004.66505,221413.417426
1839.63803056,252889.927215,221413.417426
1828.63323327,261787.208058,221413.417426
1817.69426718,256154.769306,221413.417426
1806.82073847,251229.63236,221413.417426
1796.01225571,267329.794318,220051.202671
1785.26842976,251161.230354,220051.202671
1774.58887387,267877.976652,220051.202671
1763.97320356,247381.640202,220051.202671
1753.42103667,261339.124033,220051.202671
1742.93199332,247234.41399,220051.202671
1732.50569589,224854.210189,220051.202671
1722.14176904,257243.406413,203105.124268
1711.83983967,241176.894069,203105.124268
1701.5995369,260177.767103,203105.124268
1691.42049208,235584.358179,203105.124268
1681.30233876,243553.689241,203105.124268
1671.2447127,247448.595267,203105.124268
1661.2472518,257606.579724,203105.124268
1651.30959616,247659.804176,203105.124268
1641.43138803,257744.759909,203105.124268
1631.61227178,248957.835172,203105.124268
1621.85189392,249908.269833,203105.124268
1612.14990308,231195.852414,203105.124268
1602.50594999,227189.815826,203105.124268
1592.91968745,246685.09366,203105.124268
1583.39077037,250670.300735,203105.124268
1573.9188557,220226.184355,203105.124268
1564.50360245,235914.938051,203105.124268
1555.14467167,216920.733509,203105.124268
1545.84172643,273423.66686,203105.124268
1536.59443183,217305.818851,203105.124268
1527.40245495,229287.171703,203105.124268
1518.2654649,236350.583299,203105.124268
1509.18313273,232940.435915,203105.124268
1500.15513148,234077.732665,203105.124268
1491.18113614,247795.66916,203105.124268
1482.26082364,257561.773713,203105.124268
1473.39387285,230016.498825,203105.124268
1464.57996456,224172.200377,198851.222971
1455.81878146,239224.968935,198851.222971
1447.11000816,230115.154216,198851.222971
1438.45333112,229042.843098,198851.222971
1429.84843872,237470.986622,198851.222971
1421.29502117,232884.743743,198851.222971
1412.79277055,231479.413,198851.222971
1404.34138077,239598.851777,198851.222971
1395.94054759,231567.535743,198851.222971
1387.58996857,226000.277411,198851.222971
1379.28934308,220029.383824,196979.11074
1371.03837231,226097.718947,196979.11074
1362.83675922,220057.95136,196979.11074
1354.68420855,239087.198251,196979.11074
1346.5804268,218949.452271,196979.11074
1338.52512223,213739.759989,192790.233793
1330.51800486,231610.785112,192790.233793
1322.55878643,226104.986328,192790.233793
1314.64718039,232093.220923,192790.233793
1306.78290194,239725.580013,192790.233793
1298.96566796,218483.770739,192790.233793
1291.19519702,230270.623086,192790.233793
1283.47120939,211769.009395,192790.233793
1275.793427,204521.359033,192790.233793
1268.16157344,237732.731898,192790.233793
1260.57537398,228930.956957,192790.233793
1253.0345555,222724.965534,192790.233793
1245.53884654,212180.224184,192790.233793
1238.08797724,221045.311452,192790.233793
1230.68167938,214680.032769,192790.233793
1223.31968633,228364.896302,192790.233793
1216.00173305,232174.645792,192790.233793
1208.72755609,210076.288854,183823.513824
1201.49689359,206725.792348,183823.513824
1194.30948523,213147.530913,183823.513824
1187.16507228,212066.654817,183823.513824
1180.06339752,201690.189444,183823.513824
1173.0042053,225397.890885,183823.513824
1165.98724149,231969.670327,183823.513824
1159.01225347,192223.04784,183823.513824
1152.07899013,209255.905701,179881.289411
1145.1872019,199760.037191,179881.289411
1138.33664064,185932.268169,162083.308594
1131.52705976,194300.012756,162083.308594
1124.75821409,214793.756244,162083.308594
1118.02985996,212426.493055,162083.308594
1111.34175515,193712.762767,162083.308594
1104.69365888,222979.008872,162083.308594
1098.08533182,200243.241362,162083.308594
1091.51653607,186510.714674,162083.308594
1084.98703515,198400.282061,162083.308594
1078.496594,213622.227708,162083.308594
1072.04497895,204337.069438,162083.308594
1065.63195776,199979.858662,162083.308594
1059.25729955,229546.566381,162083.308594
1052.92077484,192810.095515,162083.308594
1046.62215549,183872.042241,162083.308594
1040.36121477,208675.78875,162083.308594
1034.13772728,195980.029487,162083.308594
1027.95146897,205403.812045,162083.308594
1021.80221714,211054.6166,162083.308594
1015.68975041,183905.813048,162083.308594
1009.61384872,196680.513319,162083.308594
1003.57429335,188261.890959,162083.308594
997.570866879,203609.585026,162083.308594
991.603353171,196154.665485,162083.308594
985.671537397,187433.281922,162083.308594
979.775206011,199541.512957,162083.308594
973.914146744,182322.45387,162083.308594
968.088148597,205336.491169,162083.308594
962.297001833,185318.597961,162083.308594
956.540497968,179325.526436,162083.308594
950.818429768,184456.19758,162083.308594
945.130591237,197892.687483,162083.308594
939.476777611,179333.394849,162083.308594
933.856785353,181506.872227,162083.308594
928.27041214,182060.390581,162083.308594
922.717456862,183569.186488,162083.308594
917.197719612,182281.539988,162083.308594
911.711001679,171689.052927,162083.308594
906.257105538,183218.827384,162083.308594
900.835834849,200730.692999,162083.308594
895.446994444,203508.476674,162083.308594
890.090390325,189430.638576,162083.308594
884.765829652,194431.345078,162083.308594
879.47312074,187304.769999,162083.308594
874.21207305,207736.653287,162083.308594
868.982497184,186681.207931,162083.308594
863.784204875,172735.40959,161012.814631
858.617008984,187981.118025,161012.814631
853.480723491,185931.877863,161012.814631
848.375163489,188470.637009,160360.238129
843.300145175,169584.023367,160360.238129
838.255485849,189067.974695,160360.238129
833.241003902,167213.240616,160360.238129
828.25651881,167597.188305,149336.336106
823.301851133,163790.83897,149336.336106
818.376822499,177894.015866,149336.336106
813.481255608,166485.710715,149336.336106
808.614974218,178144.111742,149336.336106
803.777803142,171687.651314,149336.336106
798.96956824,158862.773845,149336.336106
794.190096416,164200.690482,149336.336106
789.439215606,183027.435162,149336.336106
784.716754779,190751.790539,149336.336106
780.022543924,171579.584174,149336.336106
775.356414049,173180.285959,149336.336106
770.718197173,172374.97362,147888.050887
766.107726318,158472.35724,147888.050887
761.524835507,164462.350845,147888.050887
756.969359755,160833.554427,147888.050887
752.441135062,167980.486255,147888.050887
747.939998414,161975.438727,147888.050887
743.465787767,159690.468998,147888.050887
739.018342048,174903.280895,147888.050887
734.59750115,171555.244707,147777.357258
730.203105921,166006.689064,147777.357258
725.83499816,162791.203384,147777.357258
721.493020617,158578.452162,147777.357258
717.177016978,143320.722595,143196.743284
712.886831867,175791.848415,134959.393189
708.622310836,170444.485024,134959.393189
704.383300361,148565.475053,134959.393189
700.169647837,163215.521929,134959.393189
695.981201571,163276.398513,134959.393189
691.817810779,165717.515248,134959.393189
687.679325578,165880.429243,134959.393189
683.565596981,160675.934979,134959.393189
679.476476893,151577.191138,134959.393189
675.411818105,160874.061197,134959.393189
671.371474289,170305.099221,134959.393189
667.35529999,159317.460668,134959.393189
663.363150626,150926.771095,134959.393189
659.39488248,146687.497007,134959.393189
655.450352691,150424.158293,134959.393189
651.529419256,157684.010928,134959.393189
647.631941022,157980.041138,134959.393189
643.757777677,155199.42839,134959.393189
639.906789751,143809.257315,132517.302146
636.078838608,146836.176308,132517.302146
632.273786441,148539.703136,132517.302146
628.491496266,142389.625453,132517.302146
624.731831921,142574.651001,132517.302146
620.994658057,142084.265871,132517.302146
617.279840135,146326.559718,132517.302146
613.58724442,158093.44874,132517.302146
609.916737978,142925.194594,132517.302146
606.268188671,147668.519676,132517.302146
602.64146515,153064.562853,132517.302146
599.036436852,139271.823588,132517.302146
595.452973994,130651.456477,127809.127669
591.890947573,147248.948953,127809.127669
588.350229353,147646.69214,127809.127669
584.830691869,139711.959354,127809.127669
581.332208416,141085.635315,127809.127669
577.854653048,137678.864002,127809.127669
574.397900572,135468.932087,127809.127669
570.961826545,142522.870629,127809.127669
567.546307267,148288.587504,127809.127669
564.151219778,125010.752407,124149.96983
560.776441855,134713.740727,116665.069568
557.421852006,142014.181111,116665.069568
554.087329463,134603.11508,116665.069568
550.772754184,142007.103136,116665.069568
547.478006843,144409.469464,116665.069568
544.202968829,135769.274154,116665.069568
540.947522239,153679.474876,116665.069568
537.711549876,143612.340967,116665.069568
